glycan,Species,Genus,Family,Order,Class,Phylum,Kingdom,Domain,ref
Fuc(a1-2)Gal(b1-2)Xyl(a1-6)[Xyl(a1-6)Glc(b1-4)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Fuc(a1-2)Gal(b1-2)Xyl(a1-6)[Xyl(a1-6)Glc(b1-4)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Fuc(a1-2)Gal(b1-4)Gal(b1-4)Rha-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Gal(a1-2)GlcA(b1-4)[XylOMe(a1-3)]Fuc(a1-4)[GalA(a1-2)][GalA(b1-3)]Rha(b1-5)Apif,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Gal(b1-2)Xyl(a1-6)[Xyl(a1-6)Glc(b1-4)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Gal(b1-2)Xyl(a1-6)[Xyl(a1-6)Glc(b1-4)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Gal(b1-2)Xyl(a1-6)[Xyl(a1-6)Glc(b1-4)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)][Araf(a1-2)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Gal(b1-2)Xyl(a1-6)[Xyl(a1-6)Glc(b1-4)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)][Araf(a1-2)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Gal(b1-2)Xyl(a1-6)[Xyl(a1-6)Glc(b1-4)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)][Xyl(b1-2)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Gal(b1-2)Xyl(a1-6)[Xyl(a1-6)Glc(b1-4)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)][Xyl(b1-2)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-2)Man(a1-3)[Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-2)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/9450345/
Gal(b1-4)Gal(b1-4)Rha-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/8485457/
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/8485457/
Gal(b1-6)Gal(b1-4)Gal(b1-4)Rha-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Gal(b1-6)Gal(b1-4)Rha-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
GalA(a1-2)Rha,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
GalA(a1-2)Rha(a1-4)GalA,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
GalA(a1-2)Rha(a1-4)GalA(a1-2)Rha,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
GalA(a1-2)Rha(a1-4)GalA(a1-2)Rha(a1-4)GalA(a1-2)Rha,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
GalA(a1-2)Rha(b1-4)GalA,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
GalA(a1-4)GalA(a1-3)Gal-onic,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
GalA(a1-4)GalA(a1-4)GalA-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
GalOAc(b1-2)Xyl(a1-6)[Xyl(a1-6)Glc(b1-4)]Glc(b1-4)[Fuc(a1-2)GalOAc(b1-2)Xyl(a1-6)]Glc(b1-4)Glc,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
GlcA(b1-4)Gal,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
GlcA(b1-6)Gal,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
GlcA4Me(b1-6)Gal,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
GlcNAc(b1-2)Man(a1-3)[Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
GlcNAc(b1-2)Man(a1-3)[Xyl(b1-2)][Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
GlcNAc(b1-2)Man(a1-3)[Xyl(b1-2)][Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
GlcNAc(b1-2)Man(a1-6)[Xyl(b1-2)][Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/9450345/
Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Man(a1-3)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Rha(a1-2)Ara(a1-4)[FucOMe(a1-2)]Gal(a1-2)AcefA(b1-3)Rha(b1-5)Apif,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(a1-6)Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(a1-6)Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Araf(a1-2)][Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(b1-2)][Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal3Ac(b1-2)Xyl(a1-6)]Glc(b1-4)Glc,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal3Ac6Ac(b1-2)Xyl(a1-6)]Glc(b1-4)Glc,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal4Ac(b1-2)Xyl(a1-6)]Glc(b1-4)Glc,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal4Ac6Ac(b1-2)Xyl(a1-6)]Glc(b1-4)Glc,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal6Ac(b1-2)Xyl(a1-6)]Glc(b1-4)Glc,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)GalOAc(b1-2)Xyl(a1-6)]Glc(b1-4)Glc,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(b1-2)][Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)][Xyl(b1-2)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(b1-2)][Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(a1-6)[Xyl(a1-6)Glc(b1-4)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(a1-6)[Xyl(a1-6)Glc(b1-4)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(a1-6)[Xyl(a1-6)Glc(b1-4)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)][Araf(a1-2)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(a1-6)[Xyl(a1-6)Glc(b1-4)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)][Araf(a1-2)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(a1-6)[Xyl(a1-6)Glc(b1-4)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)][Araf(a1-3)Xyl(b1-2)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(a1-6)[Xyl(a1-6)Glc(b1-4)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)][Araf(a1-3)Xyl(b1-2)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(a1-6)[Xyl(a1-6)Glc(b1-4)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)][Araf(a1-3)Xyl(b1-2)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(a1-6)[Xyl(a1-6)Glc(b1-4)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)][Xyl(b1-2)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(a1-6)[Xyl(a1-6)Glc(b1-4)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)][Xyl(b1-2)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(a1-6)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)][Xyl(b1-2)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(b1-2)[Man(a1-3)][Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(b1-2)[Man(a1-3)][Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(b1-2)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
XylOMe(a1-3)FucOMe(a1-4)RhaOMe(b1-5)ApiOMe-ol,Acer_pseudoplatanus,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Araf(a1-3)Gal(a1-4)Gal-ol,Acer_sp,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Gal(a1-4)Gal(a1-4)Gal(a1-4)Gal(a1-4)Gal-ol,Acer_sp,Acer,Sapindaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Glc(a1-2)Gal,Acetobacter_methanolicus,Acetobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://iopscience.iop.org/article/10.1070/RCR4856
Glc(a1-2)Gal(a1-6)Gal(a1-6)Glc,Acetobacter_methanolicus,Acetobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://iopscience.iop.org/article/10.1070/RCR4856
Glc(a1-2)Rha(a1-2)[Glc(a1-4)]Rha(a1-2)Man(a1-6)Glc,Acetobacter_pasteurianus,Acetobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://www.sciencedirect.com/science/article/pii/S0141813018323808
Man(a1-4)[Ko(a2-6)]GlcN1Ste2Myr3N(b1-6)GlcN2Ste3NMyr(a1-1)GlcA,Acetobacter_pasteurianus,Acetobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://www.sciencedirect.com/science/article/pii/S0141813018323808
[Glc(a1-2)]Galf(b1-3)Galf(b1-6)Galf,Acetobacter_pasteurianus,Acetobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://www.sciencedirect.com/science/article/pii/S0141813018323808
Rha(a1-3)[Glc(a1-2)]Rha(a1-2)Glc(a1-3)Rha,Acetobacter_tropicalis,Acetobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
[Galf(b1-2)]Rha(a1-3)[Glc(a1-2)]Rha(a1-6)Gal(b1-2)Glc(a1-3)Rha,Acetobacter_tropicalis,Acetobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
[Galf(b1-2)][Gal(b1-4)]Rha(a1-3)[Glc(a1-2)]Rha(a1-6)Gal(b1-2)Glc(a1-3)Rha,Acetobacter_tropicalis,Acetobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(b1-4)Glc(b1-4)Glc,Acetobacter_xylinum,Acetobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/27678120/
IdoA2S(a1-4)GlcNAc(a1-4)IdoA2S,Achatina_fulica,Achatina,Achatinidae,Stylommatophora,Gastropoda,Mollusca,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/29253994/
Galf1Cer,Acholeplasma_axanthum,Acholeplasma,Acholeplasmataceae,Acholeplasmatales,Mollicutes,Firmicutes,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/6871237/
Glc(a1-3)Glc,Acholeplasma_axanthum,Acholeplasma,Acholeplasmataceae,Acholeplasmatales,Mollicutes,Firmicutes,Bacteria,Bacteria,
Glc(a1-3)Glc1Cer,Acholeplasma_axanthum,Acholeplasma,Acholeplasmataceae,Acholeplasmatales,Mollicutes,Firmicutes,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/6871237/
